Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
12/13/15,3/1/16,2017,205.7,117.11
5/14/17,2/6/17,6179,154.06,90.93
5/26/13,6/13/13,9140,9.33,6.92
6/19/17,3/7/17,7469,437.2,263.33
2/10/13,10/21/13,9763,437.2,263.33
10/1/14,10/2/14,1652,668.27,502.54
12/21/15,2/1/16,798,651.21,524.96
7/16/14,7/29/14,1893,668.27,502.54
3/5/13,6/20/13,1661,437.2,263.33
3/26/13,4/13/13,3856,109.28,35.84
4/3/16,4/13/16,4265,437.2,263.33
10/21/13,6/11/13,5705,205.7,117.11
12/26/13,9/1/14,3025,205.7,117.11
11/4/14,5/21/14,8104,152.58,97.44
4/21/13,1/5/13,4854,421.89,364.69
7/21/14,8/23/14,4217,81.73,56.67
12/28/14,1/25/15,9166,651.21,524.96
10/6/16,12/6/16,9707,205.7,117.11
3/23/14,4/23/14,7876,668.27,502.54
1/26/16,2/15/16,2740,651.21,524.96
8/24/15,8/10/15,5398,205.7,117.11
6/15/11,1/7/11,3979,109.28,35.84
8/24/10,1/9/10,8646,255.28,159.42
1/28/10,5/3/10,6589,152.58,97.44
3/27/15,4/20/15,7033,81.73,56.67
9/28/13,4/11/13,6232,205.7,117.11
4/1/17,6/1/17,2474,668.27,502.54
3/1/11,10/2/11,1074,47.45,31.79
1/18/13,9/2/13,9383,255.28,159.42
11/1/15,3/2/15,1779,9.33,6.92
6/18/17,8/7/17,4674,152.58,97.44
7/30/10,3/9/10,1510,47.45,31.79
12/16/15,3/2/16,7761,421.89,364.69
8/8/14,9/9/14,5931,421.89,364.69
4/16/11,5/5/11,558,109.28,35.84
8/27/15,9/30/15,3207,437.2,263.33
3/9/15,12/9/15,7479,651.21,524.96
1/10/11,10/23/11,4002,205.7,117.11
4/12/12,11/12/12,5438,668.27,502.54
5/17/10,6/28/10,1480,152.58,97.44
6/25/11,9/7/11,3850,152.58,97.44
3/5/13,3/5/13,1304,205.7,117.11
3/2/14,3/18/14,4628,109.28,35.84
3/10/16,10/21/16,1639,437.2,263.33
3/4/10,4/22/10,2186,205.7,117.11
1/29/11,2/24/11,3149,47.45,31.79
1/28/14,2/3/14,3439,9.33,6.92
5/13/11,2/6/11,8998,9.33,6.92
10/4/11,5/13/11,7800,651.21,524.96
4/11/11,10/11/11,4850,668.27,502.54
3/3/12,7/4/12,7184,651.21,524.96
3/17/16,3/21/16,8870,651.21,524.96
1/11/13,11/14/13,6005,47.45,31.79
11/30/14,1/18/15,1720,81.73,56.67
3/27/15,4/4/15,1176,651.21,524.96
9/6/15,10/7/15,6566,152.58,97.44
3/23/17,10/4/17,2112,47.45,31.79
5/1/12,1/15/12,9071,152.58,97.44
12/27/14,5/1/15,727,421.89,364.69
11/28/15,4/12/15,7399,152.58,97.44
1/3/13,6/3/13,1435,81.73,56.67
7/28/17,7/28/17,2215,109.28,35.84
9/20/10,6/11/10,1150,152.58,97.44
11/29/16,6/1/17,6682,421.89,364.69
1/2/16,5/3/16,9285,437.2,263.33
9/27/15,10/23/15,6465,421.89,364.69
12/11/16,9/12/16,7756,668.27,502.54
4/3/10,7/4/10,9727,205.7,117.11
2/18/10,2/25/10,976,152.58,97.44
5/17/13,1/7/13,7133,9.33,6.92
7/28/17,7/8/17,5860,437.2,263.33
11/2/10,2/14/10,1847,152.58,97.44
4/27/17,4/6/17,1820,152.58,97.44
5/5/17,5/20/17,9533,9.33,6.92
2/16/12,2/18/12,772,109.28,35.84
1/14/16,1/15/16,8354,47.45,31.79
3/19/14,4/19/14,7129,651.21,524.96
10/15/11,11/29/11,8976,152.58,97.44
12/19/14,12/31/14,7806,651.21,524.96
1/30/12,9/3/12,4561,668.27,502.54
1/4/15,5/17/15,2216,109.28,35.84
2/22/11,5/4/11,775,255.28,159.42
3/27/10,5/13/10,2274,651.21,524.96
5/9/12,9/27/12,5780,437.2,263.33
2/22/12,2/4/12,2393,205.7,117.11
9/15/14,9/27/14,242,437.2,263.33
5/14/12,5/28/12,9488,205.7,117.11
2/16/17,2/24/17,7324,109.28,35.84
6/10/11,10/26/11,2973,81.73,56.67
9/3/14,3/25/14,2690,651.21,524.96
1/30/13,2/21/13,4762,81.73,56.67
2/21/17,2/26/17,4505,421.89,364.69
5/25/13,10/7/13,9268,81.73,56.67
12/6/16,6/22/16,3432,205.7,117.11
2/9/11,1/10/11,3407,205.7,117.11
4/1/12,1/27/12,2636,109.28,35.84
1/5/16,5/25/16,6592,437.2,263.33
3/17/13,3/19/13,7780,9.33,6.92
12/28/14,9/2/15,736,152.58,97.44
2/3/16,3/19/16,7028,109.28,35.84
4/15/12,4/26/12,255,81.73,56.67
2/5/11,2/5/11,1046,9.33,6.92
6/10/14,10/26/14,2062,255.28,159.42
4/10/13,11/20/13,2996,81.73,56.67
9/14/15,2/10/15,5571,437.2,263.33
9/2/10,2/21/10,8543,9.33,6.92
4/13/10,2/5/10,2697,47.45,31.79
8/26/11,9/13/11,5851,81.73,56.67
9/19/10,8/11/10,7853,255.28,159.42
5/26/16,11/7/16,5584,421.89,364.69
12/22/15,9/2/16,7954,109.28,35.84
9/13/16,10/23/16,905,152.58,97.44
7/10/11,10/22/11,2413,651.21,524.96
9/5/14,5/17/14,7480,437.2,263.33
12/28/15,12/1/16,3144,109.28,35.84
1/21/13,10/2/13,3472,109.28,35.84
7/28/10,8/20/10,4562,421.89,364.69
10/30/10,7/11/10,9545,81.73,56.67
11/3/17,7/4/17,3581,205.7,117.11
2/25/15,3/14/15,8863,651.21,524.96
12/28/13,1/27/14,9615,81.73,56.67
8/9/12,11/9/12,7091,109.28,35.84
4/18/11,5/31/11,4578,47.45,31.79
9/16/14,10/24/14,2392,255.28,159.42
9/29/13,12/11/13,2883,152.58,97.44
8/27/11,8/28/11,5430,437.2,263.33
9/26/12,10/15/12,1445,81.73,56.67
4/1/11,2/13/11,9370,47.45,31.79
11/9/16,3/10/16,9679,651.21,524.96
1/8/14,11/8/14,9876,152.58,97.44
3/26/13,9/4/13,9497,9.33,6.92
3/12/10,4/1/11,5111,437.2,263.33
7/24/14,8/16/14,5315,668.27,502.54
12/3/13,4/19/13,5740,255.28,159.42
1/28/12,5/3/12,4046,437.2,263.33
9/26/13,10/17/13,4926,437.2,263.33
3/15/14,3/20/14,5104,109.28,35.84
9/5/14,6/19/14,8334,255.28,159.42
2/15/16,3/29/16,403,421.89,364.69
3/3/11,3/19/11,4129,255.28,159.42
11/29/14,12/25/14,4358,47.45,31.79
7/5/17,4/6/17,2973,255.28,159.42
6/2/17,3/20/17,3883,421.89,364.69
1/30/10,2/22/10,8031,152.58,97.44
12/23/15,4/2/16,8390,154.06,90.93
11/22/13,11/29/13,4967,437.2,263.33
4/17/14,5/28/14,9796,154.06,90.93
3/5/17,4/5/17,1945,205.7,117.11
8/9/16,9/21/16,2513,9.33,6.92
9/11/10,12/16/10,9629,109.28,35.84
7/24/14,10/9/14,3456,154.06,90.93
1/30/17,7/2/17,1184,152.58,97.44
3/5/16,6/18/16,2038,152.58,97.44
6/2/15,1/3/15,2273,47.45,31.79
3/14/17,3/4/17,175,81.73,56.67
6/3/16,7/3/16,1060,154.06,90.93
3/19/14,6/5/14,2279,154.06,90.93
6/10/10,10/31/10,8210,255.28,159.42
3/12/13,12/19/13,5265,651.21,524.96
11/30/13,9/1/14,6886,152.58,97.44
7/3/17,3/4/17,8547,255.28,159.42
4/15/12,4/15/12,2753,437.2,263.33
5/8/11,9/18/11,4040,255.28,159.42
2/26/17,3/27/17,3975,651.21,524.96
12/14/16,1/25/17,6156,205.7,117.11
5/22/11,5/28/11,1215,81.73,56.67
1/28/17,7/2/17,1811,81.73,56.67
1/17/10,2/15/10,7637,421.89,364.69
10/27/12,12/16/12,418,668.27,502.54
5/12/14,6/12/14,8907,81.73,56.67
7/7/14,7/31/14,3891,154.06,90.93
4/8/14,9/19/14,3188,437.2,263.33
8/27/11,4/9/11,6645,205.7,117.11
8/16/14,9/28/14,1143,9.33,6.92
9/10/10,11/21/10,5593,421.89,364.69
9/12/14,1/17/15,5937,668.27,502.54
9/24/12,10/20/12,150,81.73,56.67
4/5/17,12/6/17,3235,47.45,31.79
9/17/12,10/10/12,2229,9.33,6.92
5/18/10,1/6/10,1199,9.33,6.92
9/5/15,5/19/15,6245,9.33,6.92
10/16/14,3/12/14,495,109.28,35.84
1/19/12,2/13/12,9111,47.45,31.79
6/5/15,7/6/15,4286,205.7,117.11
3/26/11,4/13/11,243,154.06,90.93
3/11/13,11/28/13,8236,47.45,31.79
8/25/15,8/29/15,1553,81.73,56.67
12/24/13,10/2/14,510,651.21,524.96
10/20/14,10/29/14,7456,437.2,263.33
12/10/13,12/11/13,1771,109.28,35.84
3/24/15,4/13/15,4866,81.73,56.67
2/24/13,3/16/13,5184,421.89,364.69
3/17/10,4/26/10,3197,47.45,31.79
11/24/13,12/17/13,6412,154.06,90.93
1/27/10,2/26/10,4363,205.7,117.11
2/24/12,3/3/12,3619,421.89,364.69
11/21/11,8/12/11,2779,109.28,35.84
6/27/13,5/7/13,7471,255.28,159.42
8/16/14,9/26/14,5357,9.33,6.92
4/4/10,4/22/10,1130,668.27,502.54
7/24/11,7/25/11,1513,47.45,31.79
2/11/11,12/17/11,261,47.45,31.79
9/1/13,1/21/13,3160,651.21,524.96
6/5/14,5/13/14,3028,437.2,263.33
1/2/16,3/21/16,4713,81.73,56.67
10/22/15,1/12/15,94,154.06,90.93
2/19/12,9/4/12,3085,109.28,35.84
2/16/16,3/23/16,4625,9.33,6.92
7/3/17,3/24/17,7690,205.7,117.11
11/2/17,2/13/17,2284,421.89,364.69
2/4/11,4/15/11,443,651.21,524.96
11/23/14,2/12/14,1235,437.2,263.33
2/19/14,5/3/14,5758,421.89,364.69
1/20/15,1/3/15,2142,421.89,364.69
3/24/17,2/4/17,548,109.28,35.84
5/7/17,11/8/17,8169,437.2,263.33
10/24/13,12/12/13,4229,9.33,6.92
6/26/16,5/7/16,4981,668.27,502.54
3/20/14,5/5/14,8713,152.58,97.44
8/9/15,4/10/15,741,154.06,90.93
4/7/15,7/31/15,8414,154.06,90.93
2/16/13,7/3/13,6113,437.2,263.33
8/24/16,9/24/16,248,255.28,159.42
4/17/16,5/21/16,4262,255.28,159.42
5/12/10,12/13/10,3628,205.7,117.11
4/11/11,1/12/11,852,154.06,90.93
3/29/16,4/21/16,468,651.21,524.96
1/17/11,5/2/11,4046,154.06,90.93
8/7/14,8/7/14,5182,668.27,502.54
2/12/11,1/13/12,4508,437.2,263.33
4/15/12,5/14/12,4685,9.33,6.92
5/17/14,6/25/14,5404,81.73,56.67
1/6/10,11/6/10,8389,651.21,524.96
8/24/12,12/9/12,2396,205.7,117.11
8/26/11,2/9/11,8210,152.58,97.44
7/6/10,8/6/10,3649,255.28,159.42
1/23/13,10/3/13,8562,651.21,524.96
4/27/13,5/16/13,9827,9.33,6.92
8/13/13,8/27/13,6357,154.06,90.93
8/25/13,9/9/13,4094,668.27,502.54
4/3/14,3/19/14,1012,47.45,31.79
3/23/13,10/5/13,2114,152.58,97.44
6/24/17,4/7/17,4439,47.45,31.79
9/29/15,5/11/15,2052,47.45,31.79
1/13/13,8/2/13,1052,437.2,263.33
8/26/11,8/9/11,4570,205.7,117.11
12/14/14,12/14/14,7766,47.45,31.79
3/1/16,1/27/16,2834,255.28,159.42
7/7/16,12/8/16,3995,154.06,90.93
6/19/15,7/14/15,2507,9.33,6.92
11/25/12,9/1/13,1653,651.21,524.96
9/22/13,10/28/13,1753,255.28,159.42
4/30/16,2/5/16,5154,109.28,35.84
5/19/16,6/27/16,1237,421.89,364.69
8/13/10,2/10/10,1412,109.28,35.84
8/10/15,6/11/15,4122,154.06,90.93
7/10/11,11/11/11,9841,421.89,364.69
9/9/13,9/22/13,6073,205.7,117.11
12/16/14,8/1/15,2354,205.7,117.11
5/11/13,11/17/13,5253,255.28,159.42
6/4/17,5/16/17,3367,47.45,31.79
3/4/14,9/4/14,2327,437.2,263.33
1/27/10,2/20/10,9794,81.73,56.67
10/29/14,11/12/14,459,154.06,90.93
12/18/16,1/13/17,1047,437.2,263.33
5/13/17,8/6/17,5313,205.7,117.11
5/25/10,3/6/10,9042,81.73,56.67
4/6/10,2/7/10,5052,81.73,56.67
2/27/10,4/18/10,8192,651.21,524.96
9/27/14,10/27/14,341,47.45,31.79
3/21/15,4/26/15,5412,9.33,6.92
1/28/15,2/23/15,4345,152.58,97.44
4/14/11,4/5/11,115,255.28,159.42
3/28/13,4/22/13,2726,255.28,159.42
2/4/16,4/15/16,4215,109.28,35.84
3/12/12,1/18/13,3650,421.89,364.69
1/21/12,5/3/12,2128,205.7,117.11
2/26/12,3/17/12,7779,651.21,524.96
10/17/12,5/12/12,766,154.06,90.93
1/11/10,12/15/10,8279,668.27,502.54
6/10/11,5/11/11,9544,152.58,97.44
10/10/10,2/11/10,814,81.73,56.67
9/15/11,9/15/11,375,154.06,90.93
2/9/15,9/30/15,3546,421.89,364.69
9/4/17,5/15/17,7675,421.89,364.69
12/19/15,1/29/16,7141,81.73,56.67
10/4/12,5/5/12,8357,109.28,35.84
7/29/11,4/8/11,4763,651.21,524.96
9/21/12,9/10/12,1834,154.06,90.93
11/14/11,12/16/11,2075,81.73,56.67
10/16/13,11/16/13,22,255.28,159.42
12/23/12,1/29/13,7242,651.21,524.96
7/21/12,8/27/12,7334,421.89,364.69
2/12/12,6/12/12,927,47.45,31.79
7/20/15,8/15/15,684,437.2,263.33
10/8/11,7/9/11,6295,47.45,31.79
1/22/16,11/3/16,9486,9.33,6.92
3/11/10,11/18/10,9010,152.58,97.44
10/31/16,11/18/16,5654,81.73,56.67
4/27/14,2/6/14,7236,47.45,31.79
12/12/14,12/22/14,3603,152.58,97.44
6/27/12,7/19/12,1637,651.21,524.96
7/12/16,12/22/16,247,651.21,524.96
10/31/12,11/19/12,5376,152.58,97.44
1/2/16,4/3/16,4999,651.21,524.96
2/26/17,2/4/17,4119,47.45,31.79
2/23/15,3/19/15,9773,152.58,97.44
4/1/14,10/2/14,6029,152.58,97.44
11/3/11,3/30/11,8985,9.33,6.92
7/23/16,7/31/16,1770,81.73,56.67
4/10/10,8/10/10,9547,205.7,117.11
2/21/17,7/4/17,4506,205.7,117.11
9/13/14,10/14/14,873,81.73,56.67
7/24/17,7/26/17,9902,109.28,35.84
8/18/10,8/30/10,4879,421.89,364.69
11/12/13,12/12/13,6121,152.58,97.44
4/10/10,10/29/10,5977,421.89,364.69
11/19/11,12/14/11,3827,651.21,524.96
1/19/14,1/25/14,1083,205.7,117.11
4/14/11,4/30/11,6185,9.33,6.92
10/18/13,10/27/13,9609,154.06,90.93
12/14/13,1/15/14,8859,47.45,31.79
9/29/12,11/13/12,3470,9.33,6.92
7/1/16,2/21/16,12,668.27,502.54
7/16/15,8/26/15,7081,154.06,90.93
6/30/15,3/8/15,308,421.89,364.69
7/27/13,8/31/13,7355,205.7,117.11
4/17/12,1/6/12,2913,9.33,6.92
8/4/15,6/5/15,3706,668.27,502.54
10/18/15,11/23/15,3489,154.06,90.93
10/25/15,11/28/15,8048,47.45,31.79
7/19/14,8/14/14,201,437.2,263.33
12/4/12,11/5/12,4796,421.89,364.69
2/22/14,11/4/14,3713,668.27,502.54
3/14/11,3/14/11,864,152.58,97.44
6/30/14,8/14/14,7189,668.27,502.54
7/6/13,7/6/13,5664,437.2,263.33
5/28/17,6/23/17,6293,668.27,502.54
2/27/14,11/4/14,1113,9.33,6.92
6/6/11,6/15/11,9190,255.28,159.42
6/13/10,6/14/10,1623,109.28,35.84
4/19/17,5/18/17,6542,81.73,56.67
5/29/16,6/15/16,4108,437.2,263.33
3/17/12,4/14/12,1515,154.06,90.93
9/3/10,4/17/10,7984,81.73,56.67
9/2/13,2/23/13,9772,668.27,502.54
3/30/17,1/5/17,5163,47.45,31.79
2/16/16,2/24/16,9477,47.45,31.79
8/12/11,12/30/11,61,152.58,97.44
9/14/11,10/25/11,1295,205.7,117.11
12/13/15,1/28/16,9590,109.28,35.84
11/24/14,1/12/14,8389,255.28,159.42
12/28/14,3/1/15,3165,109.28,35.84
5/15/12,5/30/12,6423,205.7,117.11
10/25/11,10/11/11,2700,109.28,35.84
5/22/15,6/24/15,3563,109.28,35.84
1/25/11,1/26/11,2610,421.89,364.69
5/26/14,10/7/14,471,47.45,31.79
9/16/11,9/16/11,9807,154.06,90.93
11/19/16,3/1/17,312,154.06,90.93
6/8/14,8/20/14,3707,154.06,90.93
1/29/17,9/3/17,8749,668.27,502.54
11/30/14,7/12/14,6224,421.89,364.69
9/2/11,3/30/11,3948,437.2,263.33
4/21/17,4/24/17,1770,421.89,364.69
2/18/12,2/22/12,6571,109.28,35.84
2/25/13,10/4/13,7261,668.27,502.54
6/28/12,6/30/12,9783,9.33,6.92
11/24/10,12/21/10,2111,437.2,263.33
12/27/13,2/15/14,9249,437.2,263.33
4/15/13,2/5/13,8233,47.45,31.79
1/10/12,10/16/12,3131,47.45,31.79
5/24/17,4/7/17,42,81.73,56.67
5/15/14,6/16/14,2095,154.06,90.93
10/8/14,9/16/14,4452,421.89,364.69
7/3/11,4/20/11,9304,154.06,90.93
11/5/13,5/15/13,876,47.45,31.79
7/24/12,1/8/12,422,651.21,524.96
5/27/16,4/6/16,1229,668.27,502.54
8/21/14,7/10/14,3614,152.58,97.44
3/26/13,4/20/13,9925,651.21,524.96
6/6/15,7/15/15,9543,81.73,56.67
5/22/10,4/7/10,3878,668.27,502.54
5/11/14,6/12/14,1374,651.21,524.96
4/20/16,1/5/16,2502,651.21,524.96
9/9/14,8/10/14,4770,255.28,159.42
2/1/11,2/16/11,7711,81.73,56.67
2/2/11,6/2/11,7895,81.73,56.67
4/14/14,3/5/14,3920,47.45,31.79
3/17/17,4/25/17,1415,205.7,117.11
7/15/17,8/8/17,8041,152.58,97.44
3/27/10,4/22/10,8492,154.06,90.93
1/17/14,1/25/14,9490,154.06,90.93
12/9/14,6/10/14,4791,152.58,97.44
2/18/14,3/27/14,180,651.21,524.96
7/28/11,7/30/11,8475,47.45,31.79
11/15/14,12/21/14,4526,109.28,35.84
9/1/14,2/22/14,210,81.73,56.67
3/24/15,6/5/15,9440,109.28,35.84
5/22/14,3/7/14,3159,81.73,56.67
1/21/16,1/30/16,4339,651.21,524.96
6/23/14,6/27/14,2986,81.73,56.67
7/15/12,2/9/12,1135,47.45,31.79
5/28/10,5/30/10,7854,668.27,502.54
11/19/16,12/26/16,4243,668.27,502.54
6/5/15,5/22/15,8429,47.45,31.79
3/12/12,12/16/12,576,437.2,263.33
1/20/14,2/3/14,7875,437.2,263.33
8/26/16,9/22/16,9549,81.73,56.67
1/12/15,5/1/16,1854,47.45,31.79
6/9/15,10/19/15,3076,109.28,35.84
1/20/17,5/2/17,8532,421.89,364.69
8/25/14,9/30/14,5571,154.06,90.93
6/27/15,7/15/15,8573,152.58,97.44
9/7/12,8/24/12,3948,152.58,97.44
2/15/11,3/23/11,5140,109.28,35.84
2/27/10,3/21/10,7621,154.06,90.93
5/5/13,5/31/13,3897,109.28,35.84
4/24/10,5/24/10,8504,109.28,35.84
12/9/10,9/19/10,3009,437.2,263.33
1/19/10,5/3/10,1011,668.27,502.54
7/5/16,5/21/16,3140,255.28,159.42
11/30/15,3/12/15,2056,81.73,56.67
1/24/15,4/3/15,7453,255.28,159.42
11/8/13,8/20/13,1054,81.73,56.67
3/21/16,1/5/16,1613,109.28,35.84
6/21/13,7/15/13,9918,81.73,56.67
10/12/15,1/18/16,3784,421.89,364.69
7/23/12,8/17/12,3062,154.06,90.93
3/31/12,4/14/12,4630,9.33,6.92
2/6/17,7/22/17,7401,205.7,117.11
8/14/12,8/27/12,7316,152.58,97.44
4/10/13,11/23/13,2348,205.7,117.11
4/18/11,5/31/11,7504,668.27,502.54
11/26/11,3/1/12,9818,437.2,263.33
12/19/11,9/1/12,3359,437.2,263.33
6/30/16,10/8/16,4225,255.28,159.42
8/25/12,9/27/12,5545,9.33,6.92
11/5/11,6/27/11,2482,205.7,117.11
6/4/13,4/26/13,7227,152.58,97.44
6/28/12,4/7/12,4004,421.89,364.69
9/8/15,9/21/15,4068,9.33,6.92
1/28/15,2/3/15,705,205.7,117.11
10/21/15,8/11/15,4232,47.45,31.79
7/3/16,10/3/16,6998,81.73,56.67
11/17/11,12/18/11,8384,152.58,97.44
9/10/14,10/14/14,9799,154.06,90.93
4/23/11,5/16/11,9687,152.58,97.44
9/16/11,10/27/11,8521,81.73,56.67
11/25/15,11/29/15,3806,154.06,90.93
4/23/17,5/15/17,5077,437.2,263.33
3/17/14,4/29/14,8904,81.73,56.67
4/7/13,7/30/13,3883,109.28,35.84
10/27/11,11/17/11,5646,109.28,35.84
5/29/14,9/7/14,1853,668.27,502.54
3/22/16,4/26/16,7196,81.73,56.67
4/18/13,5/5/13,8399,437.2,263.33
1/27/14,8/3/14,9217,421.89,364.69
4/12/12,12/22/12,5437,205.7,117.11
8/22/16,8/28/16,9875,152.58,97.44
5/14/10,4/6/10,7380,437.2,263.33
5/17/14,3/6/14,9832,668.27,502.54
2/26/12,10/3/12,1142,109.28,35.84
4/10/14,10/21/14,2253,109.28,35.84
7/31/11,9/16/11,6139,47.45,31.79
7/1/12,1/19/12,2803,81.73,56.67
5/22/11,6/25/11,4282,109.28,35.84
5/6/17,6/27/17,9644,421.89,364.69
3/23/16,3/24/16,9988,109.28,35.84
11/11/13,12/12/13,3442,651.21,524.96
6/26/17,2/8/17,169,154.06,90.93
5/16/16,6/17/16,7360,9.33,6.92
9/1/16,2/21/16,4239,668.27,502.54
8/17/11,9/19/11,7062,651.21,524.96
4/8/14,4/9/14,4114,109.28,35.84
11/19/10,11/21/10,713,9.33,6.92
5/4/10,3/5/10,4207,205.7,117.11
3/3/12,3/28/12,8976,109.28,35.84
2/20/17,3/15/17,1431,437.2,263.33
5/25/15,7/7/15,5015,668.27,502.54
5/16/13,1/6/13,5202,437.2,263.33
10/16/14,10/31/14,4495,668.27,502.54
8/11/16,11/30/16,7432,47.45,31.79
1/19/14,1/29/14,5580,152.58,97.44
1/29/17,2/13/17,2537,205.7,117.11
3/14/11,3/25/11,8933,154.06,90.93
7/1/13,11/2/13,7430,205.7,117.11
9/18/13,9/30/13,7720,152.58,97.44
5/2/13,9/3/13,1525,205.7,117.11
1/11/15,11/22/15,7602,255.28,159.42
1/7/12,7/21/12,6737,47.45,31.79
4/9/13,11/9/13,6746,255.28,159.42
12/11/15,6/12/15,7479,154.06,90.93
1/11/12,3/11/12,5815,47.45,31.79
1/8/14,5/9/14,665,668.27,502.54
3/23/13,3/25/13,7973,81.73,56.67
2/2/17,2/2/17,5710,437.2,263.33
8/24/16,6/9/16,8883,154.06,90.93
12/28/10,3/2/11,4528,81.73,56.67
8/26/11,8/31/11,6711,81.73,56.67
1/27/16,2/14/16,1532,668.27,502.54
5/28/11,8/6/11,2120,651.21,524.96
2/27/16,2/4/16,3637,152.58,97.44
10/26/15,11/20/15,8274,421.89,364.69
5/2/12,12/3/12,256,9.33,6.92
7/20/11,7/24/11,838,154.06,90.93
3/23/14,4/28/14,3305,668.27,502.54
11/6/17,6/30/17,7975,154.06,90.93
12/1/12,1/22/12,7196,47.45,31.79
5/15/16,5/15/16,349,651.21,524.96
1/21/12,9/3/12,8845,9.33,6.92
10/26/15,10/12/15,1125,154.06,90.93
2/27/15,4/18/15,7664,255.28,159.42
4/1/10,11/1/10,5966,109.28,35.84
7/7/16,4/8/16,5568,47.45,31.79
3/24/10,2/4/10,3037,152.58,97.44
3/14/13,3/25/13,6972,668.27,502.54
6/25/14,7/28/14,3002,668.27,502.54
1/10/11,6/11/11,8789,109.28,35.84
10/2/15,4/3/15,9025,255.28,159.42
7/1/13,10/1/13,433,9.33,6.92
3/12/13,6/1/14,6769,154.06,90.93
10/3/12,7/4/12,3818,255.28,159.42
12/8/14,9/21/14,4399,255.28,159.42
11/27/13,1/1/14,3359,152.58,97.44
3/15/15,3/4/15,2579,255.28,159.42
2/16/17,2/28/17,5969,47.45,31.79
7/8/15,8/27/15,4473,205.7,117.11
2/24/15,8/3/15,1063,668.27,502.54
12/1/10,2/28/10,5745,152.58,97.44
9/17/10,3/11/10,555,109.28,35.84
8/5/17,5/29/17,4559,421.89,364.69
1/15/16,2/27/16,8858,255.28,159.42
7/11/12,1/12/12,1580,437.2,263.33
11/12/14,1/19/15,2886,668.27,502.54
5/8/11,6/8/11,9970,421.89,364.69
12/11/15,12/18/15,2055,255.28,159.42
5/19/15,5/28/15,5395,205.7,117.11
12/22/13,8/2/14,8277,47.45,31.79
5/10/12,10/22/12,6018,437.2,263.33
1/12/13,1/19/14,5967,255.28,159.42
11/25/16,4/12/16,2504,152.58,97.44
8/30/14,9/28/14,2039,668.27,502.54
7/26/12,8/23/12,8016,152.58,97.44
1/22/17,2/3/17,5908,437.2,263.33
9/16/16,10/18/16,8219,668.27,502.54
4/18/16,5/30/16,9486,9.33,6.92
4/22/10,2/6/10,1276,668.27,502.54
4/1/17,1/18/17,7188,81.73,56.67
4/2/14,12/3/14,7852,152.58,97.44
7/8/10,9/20/10,5929,109.28,35.84
2/11/12,11/15/12,1111,47.45,31.79
1/22/13,2/24/13,5122,668.27,502.54
2/12/15,12/31/15,6716,421.89,364.69
1/1/12,2/14/12,6681,651.21,524.96
11/19/11,11/22/11,2833,109.28,35.84
1/25/12,1/27/12,5021,81.73,56.67
11/24/13,12/13/13,124,152.58,97.44
3/22/12,9/5/12,7055,421.89,364.69
4/20/14,9/5/14,1755,421.89,364.69
4/28/13,5/28/13,2197,651.21,524.96
11/24/14,6/12/14,3388,437.2,263.33
7/21/10,4/8/10,2363,9.33,6.92
10/24/11,11/11/11,3188,9.33,6.92
2/14/16,10/3/16,1964,81.73,56.67
8/19/10,7/9/10,1820,668.27,502.54
8/11/13,8/11/13,7917,152.58,97.44
11/4/11,4/19/11,2447,154.06,90.93
5/3/12,4/18/12,9634,437.2,263.33
7/17/15,8/31/15,733,81.73,56.67
4/11/13,11/20/13,9030,421.89,364.69
12/25/11,11/2/12,4843,152.58,97.44
4/12/15,1/18/16,519,651.21,524.96
6/10/13,11/25/13,5440,205.7,117.11
5/21/17,7/6/17,1015,651.21,524.96
3/23/13,6/5/13,5688,205.7,117.11
6/7/11,11/8/11,9932,81.73,56.67
2/3/12,10/4/12,1252,651.21,524.96
12/3/16,3/24/16,9185,152.58,97.44
4/17/14,4/21/14,296,9.33,6.92
5/14/13,7/6/13,3186,152.58,97.44
1/15/10,6/2/10,3483,109.28,35.84
2/19/17,2/28/17,8850,255.28,159.42
6/22/14,7/29/14,3979,668.27,502.54
3/20/13,7/4/13,5592,651.21,524.96
3/31/14,6/4/14,7445,651.21,524.96
6/12/11,12/21/11,5325,205.7,117.11
1/21/13,12/3/13,2048,154.06,90.93
7/5/10,2/6/10,2463,81.73,56.67
2/7/16,8/21/16,8451,421.89,364.69
2/1/15,10/2/15,3921,154.06,90.93
11/28/16,11/28/16,9817,668.27,502.54
8/14/11,8/19/11,9113,421.89,364.69
4/2/16,2/14/16,1812,154.06,90.93
5/7/10,12/8/10,9952,255.28,159.42
5/3/10,4/22/10,2599,109.28,35.84
4/28/16,11/5/16,852,651.21,524.96
4/26/12,11/6/12,2842,255.28,159.42
11/17/12,6/12/12,8729,9.33,6.92
10/11/14,12/29/14,5705,47.45,31.79
6/3/16,3/14/16,2995,81.73,56.67
1/13/12,1/26/12,6853,47.45,31.79
10/30/13,11/12/13,5565,154.06,90.93
10/2/15,2/20/15,4449,154.06,90.93
6/23/10,10/8/10,853,205.7,117.11
7/14/14,4/8/14,9157,205.7,117.11
8/27/12,9/9/12,5773,651.21,524.96
3/19/10,4/30/10,4142,437.2,263.33
8/25/13,3/10/13,9738,154.06,90.93
